number,value,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_epochs_matched,user_attrs_epochs_per_round,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_max_rounds,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_train__best_metric,user_attrs_train__history_len,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_n,user_attrs_unseen_val_n,user_attrs_weight_decay,state
40,0.8544472422620761,leakyrelu,256,0.3616997755602533,9,5.0,0.3583377430893684,478,5.0,15,0.5997116706000195,,,6,0.014314495179383909,2,mse,recon,0.777678538066386,True,1e-10,0.8711853902879153,0.8698295942070708,0.8451848653001933,0.8390648903170812,leakyrelu,256,0.3616997755602533,9,5.0,5.0,-5.0,0.3583377430893684,8,720,6,478,5.0,"[478, 286]","[42, 43, 44, 45]",15,0.5983263598326359,,,6,0.014314495179383909,120,2,sgd,mse,120,recon,0.8544472422620761,0.0019592433606654383,0.8581851277940543,0.8451848653001933,0.777678538066386,True,0.854878778288653,15.25,0.37519433954098386,0.3796046386146345,7290.0,5832.0,1e-10,COMPLETE
41,0.8551178687991705,leakyrelu,256,0.3521776831529508,9,5.0,0.33557390606731685,448,5.0,14,0.600530370265307,,,6,0.013374376181527873,2,mse,recon,0.7858325280417013,True,1e-10,0.8718302784316604,0.8717495509849635,0.8455400975837394,0.8384861866133776,leakyrelu,256,0.3521776831529508,9,5.0,5.0,-5.0,0.33557390606731685,8,720,6,448,5.0,"[448, 269]","[42, 43, 44, 45]",14,0.6004464285714286,,,6,0.013374376181527873,120,2,sgd,mse,120,recon,0.8551178687991705,0.0013054922532904783,0.8586851880076999,0.8455400975837394,0.7858325280417013,True,0.8553653974523983,19.0,0.37114946908499724,0.37628012799163035,7290.0,5832.0,1e-10,COMPLETE
42,0.8561489686766734,leakyrelu,256,0.35697304272058017,9,5.0,0.3744055088910226,437,5.0,13,0.5873197568657039,,,6,0.015419107674245475,2,mse,recon,0.7920678872105911,True,1e-10,0.8759417508246448,0.876197481234982,0.8441055545206335,0.8361004561183649,leakyrelu,256,0.35697304272058017,9,5.0,5.0,-5.0,0.3744055088910226,8,720,6,437,5.0,"[437, 256]","[42, 43, 44, 45]",13,0.585812356979405,,,6,0.015419107674245475,120,2,sgd,mse,120,recon,0.8561489686766734,0.007891068831340903,0.8600236526726391,0.8441055545206335,0.7920678872105911,True,0.856483230852531,31.25,0.3770162256957969,0.3833914683144507,7290.0,5832.0,1e-10,COMPLETE
43,0.8546388130926104,leakyrelu,256,0.28631387712994,9,5.0,0.34376374848409785,444,5.0,13,0.5926758768992865,,,6,0.014235332958162329,2,mse,recon,0.6615630939930406,True,1e-10,0.8725684224589372,0.8714446900032178,0.8451804527689809,0.8378329361820032,leakyrelu,256,0.28631387712994,9,5.0,5.0,-5.0,0.34376374848409785,8,720,6,444,5.0,"[444, 263]","[42, 43, 44, 45]",13,0.5923423423423423,,,6,0.014235332958162329,120,2,sgd,mse,120,recon,0.8546388130926104,0.002512578048756322,0.858874437613959,0.8451804527689809,0.6615630939930406,True,0.8566797778351689,31.75,0.37702620798922176,0.38220471851531973,7290.0,5832.0,1e-10,COMPLETE
44,0.8554879783809493,leakyrelu,256,0.2872064713004736,9,5.0,0.3496705754389584,464,5.0,15,0.6035959757156618,,,6,0.014477171266101773,2,mse,recon,0.6617044330375466,True,1e-10,0.8748459001093254,0.8732734442769752,0.8460788874023644,0.8377025124849231,leakyrelu,256,0.2872064713004736,9,5.0,5.0,-5.0,0.3496705754389584,8,720,6,464,5.0,"[464, 280]","[42, 43, 44, 45]",15,0.603448275862069,,,6,0.014477171266101773,120,2,sgd,mse,120,recon,0.8554879783809493,0.0025555949122971406,0.8604623937558449,0.8460788874023644,0.6617044330375466,True,0.8571129382777203,23.25,0.37322718796630294,0.3789084477392599,7290.0,5832.0,1e-10,COMPLETE
45,0.859466452414285,leakyrelu,256,0.2235738541584519,6,5.0,0.3418515114255231,338,5.0,13,0.6545688635405255,,,6,0.019167204333113825,2,mse,recon,0.681487249064257,True,1e-10,0.8774212095039713,0.8773859657045655,0.8467600448591659,0.8415469391240044,leakyrelu,256,0.2235738541584519,6,5.0,5.0,-5.0,0.3418515114255231,8,720,6,338,5.0,"[338, 221]","[42, 43, 44, 45]",13,0.6538461538461539,,,6,0.019167204333113825,120,2,sgd,mse,120,recon,0.859466452414285,0.0010800768410923586,0.8620906271815686,0.8467600448591659,0.681487249064257,True,0.8595249460899704,26.25,0.3836196304011169,0.38954333006862474,7290.0,5832.0,1e-10,COMPLETE
46,0.7706060621028488,leakyrelu,512,0.2203731017070624,5,5.0,0.399713066565375,325,5.0,25,0.6562747260041372,,,6,0.019182789097432894,2,mse,recon+kl,0.4760236931675263,False,1e-10,,,,,leakyrelu,512,0.2203731017070624,5,5.0,5.0,-5.0,0.399713066565375,8,720,6,325,5.0,"[325, 213]",,25,0.6553846153846153,,,6,0.019182789097432894,120,2,sgd,mse,120,recon+kl,,,,,0.4760236931675263,False,,,,,,,1e-10,PRUNED
47,0.7605265095278686,leakyrelu,256,0.20723368595301678,6,5.0,0.325688427865622,362,5.0,20,0.6247542163692669,,,5,0.01999288104968233,2,huber,recon,0.5904167560068576,True,1e-10,,,,,leakyrelu,256,0.20723368595301678,6,5.0,5.0,-5.0,0.325688427865622,8,600,5,362,5.0,"[362, 226]",,20,0.6243093922651933,,,5,0.01999288104968233,120,2,sgd,huber,120,recon,,,,,0.5904167560068576,True,,,,,,,1e-10,PRUNED
48,0.7771352440816572,leakyrelu,64,0.16397805531099166,8,5.0,0.28671887543453456,222,5.0,15,0.6710682845928322,0.6246601918271746,,6,0.015221383953472722,3,mse,recon,0.41389828826123026,True,1e-10,,,,,leakyrelu,64,0.16397805531099166,8,5.0,5.0,-5.0,0.28671887543453456,8,722,6,222,5.0,"[222, 148, 92]",,15,0.6666666666666666,0.6216216216216216,,6,0.015221383953472722,120,3,sgd,mse,120,recon,,,,,0.41389828826123026,True,,,,,,,1e-10,PRUNED
49,0.8457473774722877,elu,256,0.29901426940631576,2,5.0,0.3767824139745452,522,5.0,88,0.7327015416505697,,,7,0.012111950492870342,2,mse,recon,0.7254500316977603,True,1e-10,0.8570482236033727,0.8564794086972967,0.8468634429786185,0.8350153462472787,elu,256,0.29901426940631576,2,5.0,5.0,-5.0,0.3767824139745452,8,840,7,522,5.0,"[522, 382]","[42, 43, 44, 45]",88,0.7318007662835249,,,7,0.012111950492870342,120,2,sgd,mse,120,recon,0.8457473774722877,0.002562253944106336,0.8519558332909956,0.8468634429786185,0.7254500316977603,True,0.8465273617508811,11.25,0.40328793788962464,0.40768045629712424,7290.0,5832.0,1e-10,COMPLETE
50,0.7907646968337031,gelu,256,0.11483391798166065,4,5.0,0.3073969493247432,344,5.0,42,0.6336562586140209,0.8214069318046547,,6,0.009148377901048142,3,mse,recon,0.9085971764372993,True,1e-10,,,,,gelu,256,0.11483391798166065,4,5.0,5.0,-5.0,0.3073969493247432,8,720,6,344,5.0,"[344, 217, 178]",,42,0.6308139534883721,0.8202764976958525,,6,0.009148377901048142,120,3,sgd,mse,120,recon,,,,,0.9085971764372993,True,,,,,,,1e-10,PRUNED
51,0.8570113939035565,leakyrelu,256,0.28142645138848577,10,5.0,0.360387248138551,407,5.0,14,0.5795845460609712,,,6,0.013355471846608782,2,mse,recon,0.6508891932576162,True,1e-10,0.8734911307181795,0.8730129496971442,0.8465489395812518,0.8410098381099689,leakyrelu,256,0.28142645138848577,10,5.0,5.0,-5.0,0.360387248138551,8,720,6,407,5.0,"[407, 235]","[42, 43, 44, 45]",14,0.5773955773955773,,,6,0.013355471846608782,120,2,sgd,mse,120,recon,0.8570113939035565,0.0029375175435942466,0.8600200351497156,0.8465489395812518,0.6508891932576162,True,0.8581385989343124,36.0,0.37158223584555955,0.3760529008629368,7290.0,5832.0,1e-10,COMPLETE
52,0.8580006999836294,leakyrelu,256,0.24216319689059762,10,5.0,0.37924784493001673,406,5.0,13,0.5709910603285259,,,7,0.01655919828571829,2,mse,recon,0.6600665883084126,True,1e-10,0.878876225206561,0.8784225930065614,0.8437113056764532,0.8375788069606975,leakyrelu,256,0.24216319689059762,10,5.0,5.0,-5.0,0.37924784493001673,8,840,7,406,5.0,"[406, 231]","[42, 43, 44, 45]",13,0.5689655172413793,,,7,0.01655919828571829,120,2,sgd,mse,120,recon,0.8580006999836294,0.0024515429523491858,0.8612937654415072,0.8437113056764532,0.6600665883084126,True,0.8590283672717196,26.25,0.39103959799864896,0.3961188777305477,7290.0,5832.0,1e-10,COMPLETE
53,0.8566548382722635,leakyrelu,256,0.24772236370206557,10,5.0,0.3784318204220494,390,5.0,28,0.5713539809714647,,,7,0.017897118702944317,2,mse,recon,0.5305935624491749,True,1e-10,0.8733067828790025,0.8729442832082959,0.8466813625595316,0.8403653933362312,leakyrelu,256,0.24772236370206557,10,5.0,5.0,-5.0,0.3784318204220494,8,840,7,390,5.0,"[390, 222]","[42, 43, 44, 45]",28,0.5692307692307692,,,7,0.017897118702944317,120,2,sgd,mse,120,recon,0.8566548382722635,0.0024304302569508576,0.8599940727192671,0.8466813625595316,0.5305935624491749,True,0.857232064565963,26.5,0.376023679016109,0.3820427473369574,7290.0,5832.0,1e-10,COMPLETE
54,0.8585055772889183,leakyrelu,128,0.23973486862386428,10,5.0,0.37923580087498526,400,5.0,21,0.5676332300688484,,,8,0.01754797214436378,2,mse,recon,0.5614428745936042,True,1e-10,0.8756645892958954,0.8747379765580752,0.8482813520221436,0.8422731780197613,leakyrelu,128,0.23973486862386428,10,5.0,5.0,-5.0,0.37923580087498526,8,966,8,400,5.0,"[400, 227]","[42, 43, 44, 45]",21,0.5675,,,8,0.01754797214436378,120,2,sgd,mse,120,recon,0.8585055772889183,0.001256323128654331,0.8619729706590196,0.8482813520221436,0.5614428745936042,True,0.8585503994093417,12.5,0.37986546954412626,0.3850191772228714,7290.0,5832.0,1e-10,COMPLETE
55,0.8570030366141301,leakyrelu,128,0.24314715808898663,10,5.0,0.39023707025788806,388,5.0,25,0.5646518497438257,,,8,0.01641353139801818,2,mse,recon,0.5356792246862336,True,1e-10,0.8741922245366842,0.873603266872522,0.8466097741800125,0.8404028063557384,leakyrelu,128,0.24314715808898663,10,5.0,5.0,-5.0,0.39023707025788806,8,966,8,388,5.0,"[388, 219]","[42, 43, 44, 45]",25,0.5644329896907216,,,8,0.01641353139801818,120,2,sgd,mse,120,recon,0.8570030366141301,0.002298043496514301,0.8604009993583484,0.8466097741800125,0.5356792246862336,True,0.8582356228748816,19.75,0.3823289885424722,0.3894715029514095,7290.0,5832.0,1e-10,COMPLETE
56,0.8631130898702772,leakyrelu,128,0.1913135706422213,11,5.0,0.3864340869749871,284,5.0,21,0.557733365005864,,,8,0.017029799427930866,2,mse,recon,0.5964265299143731,True,1e-10,0.8845144992576787,0.8860968779930416,0.8497496994021915,0.8401293017475129,leakyrelu,128,0.1913135706422213,11,5.0,5.0,-5.0,0.3864340869749871,8,966,8,284,5.0,"[284, 158]","[42, 43, 44, 45]",21,0.5563380281690141,,,8,0.017029799427930866,120,2,sgd,mse,120,recon,0.8631130898702772,0.003369513086364944,0.8671320993299351,0.8497496994021915,0.5964265299143731,True,0.8645163868143406,31.25,0.3934385472705343,0.3997334605346595,7290.0,5832.0,1e-10,COMPLETE
57,0.772067801270508,leakyrelu,128,0.13341268660061462,11,5.0,0.36215182573273685,120,5.0,18,0.5469441415894621,,,8,0.012235973163894104,2,mse,recon+kl,0.5964142161978034,True,1e-10,,,,,leakyrelu,128,0.13341268660061462,11,5.0,5.0,-5.0,0.36215182573273685,8,966,8,120,5.0,"[120, 65]",,18,0.5416666666666666,,,8,0.012235973163894104,120,2,sgd,mse,120,recon+kl,,,,,0.5964142161978034,True,,,,,,,1e-10,PRUNED
58,0.7707478052596619,gelu,128,0.18954001394265682,6,5.0,0.32140108646705184,293,5.0,21,0.6363723118733656,,,8,0.017212664056273683,2,huber,recon,0.5002571683281932,True,0.0,,,,,gelu,128,0.18954001394265682,6,5.0,5.0,-5.0,0.32140108646705184,8,966,8,293,5.0,"[293, 186]",,21,0.6348122866894198,,,8,0.017212664056273683,120,2,sgd,huber,120,recon,,,,,0.5002571683281932,True,,,,,,,0.0,PRUNED
59,0.7695956018636123,leakyrelu,128,0.1627104338086027,0,5.0,0.38496283998082864,209,5.0,11,0.5365243184946422,,,7,0.008660768650916844,2,mse,recon,0.1238606465383093,False,1e-10,,,,,leakyrelu,128,0.1627104338086027,0,5.0,5.0,-5.0,0.38496283998082864,8,845,7,209,5.0,"[209, 112]",,11,0.5358851674641149,,,7,0.008660768650916844,120,2,sgd,mse,120,recon,,,,,0.1238606465383093,False,,,,,,,1e-10,PRUNED
60,0.7931630698421838,elu,128,0.21605047985307846,7,6.0,0.29252326322622246,525,5.0,32,,,,8,0.010953671263564196,1,mse,recon,0.6613494921173656,True,1e-10,,,,,elu,128,0.21605047985307846,7,6.0,6.0,-6.0,0.29252326322622246,8,966,8,525,5.0,[525],,32,,,,8,0.010953671263564196,120,1,sgd,mse,120,recon,,,,,0.6613494921173656,True,,,,,,,1e-10,PRUNED
61,0.857119560896694,leakyrelu,128,0.23571014348564914,10,5.0,0.38984905409236464,392,5.0,25,0.5692793404092008,,,8,0.016890952361764137,2,mse,recon,0.545755396803029,True,1e-10,0.8754459008619959,0.8733732319297909,0.8479997215118893,0.8408658898635973,leakyrelu,128,0.23571014348564914,10,5.0,5.0,-5.0,0.38984905409236464,8,966,8,392,5.0,"[392, 223]","[42, 43, 44, 45]",25,0.5688775510204082,,,8,0.016890952361764137,120,2,sgd,mse,120,recon,0.857119560896694,0.0020378194759342583,0.8617228111869426,0.8479997215118893,0.545755396803029,True,0.858327847070512,13.0,0.38566887951814033,0.39200104938742025,7290.0,5832.0,1e-10,COMPLETE
62,0.8579450802746683,leakyrelu,128,0.27114856373028007,10,5.0,0.3628403134637251,280,5.0,22,0.5702694981218065,,,7,0.01722363921147165,2,mse,recon,0.4466715752749474,True,1e-10,0.8767415291631621,0.8763883684877531,0.846817821733739,0.8395017920615835,leakyrelu,128,0.27114856373028007,10,5.0,5.0,-5.0,0.3628403134637251,8,845,7,280,5.0,"[280, 159]","[42, 43, 44, 45]",22,0.5678571428571428,,,7,0.01722363921147165,120,2,sgd,mse,120,recon,0.8579450802746683,0.0016528765141973294,0.8617796754484506,0.846817821733739,0.4466715752749474,True,0.8593413062315478,28.0,0.38945770085484555,0.39567103874183585,7290.0,5832.0,1e-10,COMPLETE
63,0.8596441679320941,leakyrelu,128,0.2342532389062036,11,5.0,0.39865263572101645,270,5.0,22,0.7535473910406612,,,7,0.019760332765933267,2,mse,recon,0.4381036756464121,True,1e-10,0.8813192057067483,0.8809331903729671,0.846974226678032,0.838355145491221,leakyrelu,128,0.2342532389062036,11,5.0,5.0,-5.0,0.39865263572101645,8,845,7,270,5.0,"[270, 203]","[42, 43, 44, 45]",22,0.7518518518518519,,,7,0.019760332765933267,120,2,sgd,mse,120,recon,0.8596441679320941,0.00316058787742372,0.8641467161923901,0.846974226678032,0.4381036756464121,True,0.8606834633924556,30.0,0.3912437975240901,0.3965764926163017,7290.0,5832.0,1e-10,COMPLETE
64,0.8587077325493329,leakyrelu,128,0.19047636817886598,11,5.0,0.3665409188832086,261,5.0,20,0.7660079887663839,,,7,0.01914128542045924,2,mse,recon,0.43345542438814616,True,1e-08,0.8770432559776156,0.8764237381242698,0.8490774140497251,0.8409917269743961,leakyrelu,128,0.19047636817886598,11,5.0,5.0,-5.0,0.3665409188832086,8,845,7,261,5.0,"[261, 199]","[42, 43, 44, 45]",20,0.7624521072796935,,,7,0.01914128542045924,120,2,sgd,mse,120,recon,0.8587077325493329,0.001963235506066049,0.8630603350136703,0.8490774140497251,0.43345542438814616,True,0.8595113259867981,24.0,0.3941338173005094,0.3996773042539059,7290.0,5832.0,1e-08,COMPLETE
65,0.8585720166373125,leakyrelu,128,0.16508465376762352,12,5.0,0.33734024595532297,253,5.0,47,0.8064258785528982,,,7,0.01988388003853425,2,mse,recon,0.4341034050673457,True,1e-08,0.8740746668021475,0.8729277744378021,0.8498457213500652,0.8442162588368229,leakyrelu,128,0.16508465376762352,12,5.0,5.0,-5.0,0.33734024595532297,8,845,7,253,5.0,"[253, 204]","[42, 43, 44, 45]",47,0.8063241106719368,,,7,0.01988388003853425,120,2,sgd,mse,120,recon,0.8585720166373125,0.002118741398780188,0.8619601940761064,0.8498457213500652,0.4341034050673457,True,0.8590342916123332,17.0,0.38246150560457326,0.3864649368415308,7290.0,5832.0,1e-08,COMPLETE
66,0.8357756317258171,leakyrelu,128,0.16150050341356,11,5.0,0.34508998367599825,152,5.0,48,0.8108353952257832,,,7,0.01997753838342548,2,mse,recon,0.34958730191407544,True,1e-08,,,,,leakyrelu,128,0.16150050341356,11,5.0,5.0,-5.0,0.34508998367599825,8,845,7,152,5.0,"[152, 123]",,48,0.8092105263157895,,,7,0.01997753838342548,120,2,sgd,mse,120,recon,,,,,0.34958730191407544,True,,,,,,,1e-08,PRUNED
67,0.7971165308096289,leakyrelu,128,1.6363529048679595,11,5.0,0.3974790994286437,249,5.0,42,0.7635969300938865,,,7,0.012624855191180888,2,mse,recon,0.2975068845159613,True,1e-08,,,,,leakyrelu,128,1.6363529048679595,11,5.0,5.0,-5.0,0.3974790994286437,8,845,7,249,5.0,"[249, 190]",,42,0.7630522088353414,,,7,0.012624855191180888,120,2,sgd,mse,120,recon,,,,,0.2975068845159613,True,,,,,,,1e-08,PRUNED
68,0.7473890563580905,leakyrelu,128,0.13282486922715125,12,5.0,0.33143369679211154,316,5.0,71,0.8459484376760926,0.5795796998111638,,8,0.010213756809937712,3,mse,recon,0.4464670075948446,True,1e-08,,,,,leakyrelu,128,0.13282486922715125,12,5.0,5.0,-5.0,0.33143369679211154,8,966,8,316,5.0,"[316, 267, 154]",,71,0.8449367088607594,0.5767790262172284,,8,0.010213756809937712,120,3,sgd,mse,120,recon,,,,,0.4464670075948446,True,,,,,,,1e-08,PRUNED
69,0.7703126087844183,leakyrelu,128,0.10421843356450575,12,3.0,0.3149324947851387,183,1.0,59,0.8006865751762668,,,7,0.019991908918028947,2,mse,recon,0.3566827512173965,True,1e-08,,,,,leakyrelu,128,0.10421843356450575,12,3.0,3.0,-3.0,0.3149324947851387,8,845,7,183,1.0,"[183, 146]",,59,0.7978142076502732,,,7,0.019991908918028947,120,2,sgd,mse,120,recon,,,,,0.3566827512173965,True,,,,,,,1e-08,PRUNED
70,0.7888324209554778,relu,128,0.20406351530633335,12,5.0,0.37317343975692807,243,5.0,28,0.7551586474901344,,,8,0.016150917287926864,2,mse,recon+kl,0.43905796515932505,True,1e-08,,,,,relu,128,0.20406351530633335,12,5.0,5.0,-5.0,0.37317343975692807,8,966,8,243,5.0,"[243, 183]",,28,0.7530864197530864,,,8,0.016150917287926864,120,2,sgd,mse,120,recon+kl,,,,,0.43905796515932505,True,,,,,,,1e-08,PRUNED
71,0.8561237718533196,leakyrelu,128,0.22831404824360027,11,5.0,0.35210947856502084,296,5.0,22,0.7794597012983617,,,7,0.01727848823181983,2,mse,recon,0.455277824363399,True,1e-08,0.875217032558647,0.874123668008302,0.8447867966528739,0.8381238756983371,leakyrelu,128,0.22831404824360027,11,5.0,5.0,-5.0,0.35210947856502084,8,845,7,296,5.0,"[296, 230]","[42, 43, 44, 45]",22,0.777027027027027,,,7,0.01727848823181983,120,2,sgd,mse,120,recon,0.8561237718533196,0.003169513492420249,0.8600019146057605,0.8447867966528739,0.455277824363399,True,0.8568480555696683,18.5,0.39466400785788075,0.39919693284390934,7290.0,5832.0,1e-08,COMPLETE
72,0.8614843886715553,leakyrelu,128,0.26878821174778866,4,5.0,0.3689014878413493,265,5.0,36,0.8619547366022986,,,7,0.01707130366583858,2,mse,recon,0.41609334128784387,True,1e-10,0.8836698523448512,0.8836512866668171,0.8469437811535052,0.8393174906762934,leakyrelu,128,0.26878821174778866,4,5.0,5.0,-5.0,0.3689014878413493,8,845,7,265,5.0,"[265, 228]","[42, 43, 44, 45]",36,0.8603773584905661,,,7,0.01707130366583858,120,2,sgd,mse,120,recon,0.8614843886715553,0.0021543252548936478,0.8653068167491782,0.8469437811535052,0.41609334128784387,True,0.8622201094524133,36.25,0.39758221514711883,0.4033212735515325,7290.0,5832.0,1e-10,COMPLETE
73,0.8589678890154315,leakyrelu,128,0.17469855931987338,4,5.0,0.3830173715165292,362,5.0,34,0.880014338886029,,,7,0.012977312003180346,2,mse,recon,0.39691774122511664,True,1e-05,0.8771134330998173,0.8763356668473076,0.8483242166110632,0.8416001111835556,leakyrelu,128,0.17469855931987338,4,5.0,5.0,-5.0,0.3830173715165292,8,845,7,362,5.0,"[362, 318]","[42, 43, 44, 45]",34,0.8784530386740331,,,7,0.012977312003180346,120,2,sgd,mse,120,recon,0.8589678890154315,0.0014171267311391773,0.8627188248554403,0.8483242166110632,0.39691774122511664,True,0.8599269927188531,25.5,0.37656799155503623,0.38168765441507146,7290.0,5832.0,1e-05,COMPLETE
74,0.7629375250498174,leakyrelu,128,0.17335805257412465,4,5.0,0.36685042490785486,350,5.0,36,0.9089036405424685,,,7,0.0003354366299869761,2,mse,recon,0.4024772099341806,True,1e-05,,,,,leakyrelu,128,0.17335805257412465,4,5.0,5.0,-5.0,0.36685042490785486,8,845,7,350,5.0,"[350, 318]",,36,0.9085714285714286,,,7,0.0003354366299869761,120,2,sgd,mse,120,recon,,,,,0.4024772099341806,True,,,,,,,1e-05,PRUNED
75,0.8062598905616992,leakyrelu,128,0.18682732664388152,3,5.0,0.3428132345878471,175,,45,0.846468602776979,,,8,0.01265883784837381,2,mse,recon,0.2933757805254477,True,1e-05,,,,,leakyrelu,128,0.18682732664388152,3,5.0,5.0,-5.0,0.3428132345878471,8,966,8,175,,"[175, 148]",,45,0.8457142857142858,,,8,0.01265883784837381,120,2,sgd,mse,120,recon,,,,,0.2933757805254477,True,,,,,,,1e-05,PRUNED
76,0.7435413808870599,gelu,128,0.1512131131616891,4,8.0,0.3008991340366926,254,5.0,35,0.8703409423075414,,,7,0.007064223724502808,2,huber,recon,0.48537712943111233,True,1e-05,,,,,gelu,128,0.1512131131616891,4,8.0,8.0,-8.0,0.3008991340366926,8,845,7,254,5.0,"[254, 221]",,35,0.8700787401574803,,,7,0.007064223724502808,120,2,sgd,huber,120,recon,,,,,0.48537712943111233,True,,,,,,,1e-05,PRUNED
77,0.8178459309217769,leakyrelu,128,0.2059824604990098,3,6.0,0.38736080934224515,206,5.0,40,0.8903693094898365,,,8,0.010973908619664354,2,mse,recon,0.3423048703026033,False,0.0,,,,,leakyrelu,128,0.2059824604990098,3,6.0,6.0,-6.0,0.38736080934224515,8,966,8,206,5.0,"[206, 183]",,40,0.8883495145631068,,,8,0.010973908619664354,120,2,sgd,mse,120,recon,,,,,0.3423048703026033,False,,,,,,,0.0,PRUNED
78,0.852422389373891,leakyrelu,128,0.13407391622705758,5,5.0,0.39780804378322593,366,5.0,31,,,,7,0.014056647884222806,1,mse,recon,0.38496357065496234,True,0.0001,0.8756988734403255,0.8756430188158235,0.8427285531225479,0.8292017599319587,leakyrelu,128,0.13407391622705758,5,5.0,5.0,-5.0,0.39780804378322593,8,845,7,366,5.0,[366],"[42, 43, 44, 45]",31,,,,7,0.014056647884222806,120,1,sgd,mse,120,recon,0.852422389373891,0.005211127204163544,0.8592137132814367,0.8427285531225479,0.38496357065496234,True,0.8531997716468056,9.75,0.3886717904715669,0.3923538196149714,7290.0,5832.0,0.0001,COMPLETE
79,0.8182940345212357,leakyrelu,128,0.19478795775643587,2,5.0,0.3335686714269737,83,5.0,54,0.8275273795802759,,,8,0.018508402987684348,2,mse,recon,0.49761351181364366,True,1e-05,,,,,leakyrelu,128,0.19478795775643587,2,5.0,5.0,-5.0,0.3335686714269737,8,966,8,83,5.0,"[83, 68]",,54,0.8192771084337349,,,8,0.018508402987684348,120,2,sgd,mse,120,recon,,,,,0.49761351181364366,True,,,,,,,1e-05,PRUNED
