number,values_0,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
25,0.8270274828249985,relu,256,0.424131385049463,14,8.0,0.002561632528472849,155,5.0,31,,,,3,0.014158742455533418,1,mse,recon,0.7425531447836382,False,1e-08,,,,,,,relu,fedavg,256,0.424131385049463,14,8.0,8.0,-8.0,0.002561632528472849,3,155,5.0,[155],"[42, 43, 44, 45]",31,,,,3,0.014158742455533418,1,sgd,mse,120,recon,,,,,,,0.7425531447836382,False,,,,1e-08,PRUNED
26,0.5832006751455006,relu,256,0.33733547230981925,13,4.0,0.18080580143021713,356,,57,0.8617353839028502,,,2,0.004587816747600014,2,huber,recon+kl,0.8616134344472657,True,1e-05,,,,,,,relu,fedavg,256,0.33733547230981925,13,4.0,4.0,-4.0,0.18080580143021713,5,356,,"[356, 306]","[42, 43, 44, 45]",57,0.8595505617977528,,,2,0.004587816747600014,2,sgd,huber,120,recon+kl,,,,,,,0.8616134344472657,True,,,,1e-05,PRUNED
27,0.8413896353852073,leakyrelu,256,0.514548107948822,15,4.0,0.11080385168350713,478,1.0,80,,,,4,0.008027427073885174,1,mse,recon,0.7552517853182286,False,0.0,0.9028584828795672,0.902701878595178,0.7815646045374746,0.7799908497603685,0.7092350797172216,0.6965019841101835,leakyrelu,fedavg,256,0.514548107948822,15,4.0,4.0,-4.0,0.11080385168350713,2,478,1.0,[478],"[42, 43, 44, 45]",80,,,,4,0.008027427073885174,1,sgd,mse,120,recon,0.8413896353852073,0.011919510439286584,0.6974829696523227,0.0100965797213241,0.8422115437085209,0.7815646045374746,0.7552517853182286,False,0.7092350797172216,0.6965019841101835,0.7092350797172216,0.0,COMPLETE
28,0.8088656595934449,gelu,128,0.32335977607720523,10,4.0,0.035723776707665314,262,2.0,65,0.6982504206634629,,,3,0.013437579110008063,2,mse,recon,0.8799310117371296,False,1e-06,,,,,,,gelu,fedavg,128,0.32335977607720523,10,4.0,4.0,-4.0,0.035723776707665314,3,262,2.0,"[262, 182]","[42, 43, 44, 45]",65,0.6946564885496184,,,3,0.013437579110008063,2,sgd,mse,120,recon,,,,,,,0.8799310117371296,False,,,,1e-06,PRUNED
29,0.8497060939031802,relu,64,0.19661858614752004,7,4.0,0.156102349589153,127,5.0,95,,,,2,0.006298189374375747,1,mse,recon,0.803331531765066,False,0.0001,0.9174800777508699,0.9157982729973788,0.7856039146396308,0.7860816746355663,0.6817094371717651,0.6736983444540411,relu,fedavg,64,0.19661858614752004,7,4.0,4.0,-4.0,0.156102349589153,5,127,5.0,[127],"[42, 43, 44, 45]",95,,,,2,0.006298189374375747,1,sgd,mse,120,recon,0.8497060939031802,0.006408951782564929,0.6729954795076029,0.014205241098198918,0.8515419961952504,0.7856039146396308,0.803331531765066,False,0.6817094371717651,0.6736983444540411,0.6817094371717651,0.0001,COMPLETE
30,0.8079416976672857,relu,64,0.13045921089725693,6,6.0,0.2598021767260716,115,5.0,95,,,,2,0.0035263606136470738,1,mse,recon,0.7988137098943319,False,0.0001,,,,,,,relu,fedavg,64,0.13045921089725693,6,6.0,6.0,-6.0,0.2598021767260716,5,115,5.0,[115],"[42, 43, 44, 45]",95,,,,2,0.0035263606136470738,1,sgd,mse,120,recon,,,,,,,0.7988137098943319,False,,,,0.0001,PRUNED
31,0.7880977439170105,relu,64,0.20704325365026258,8,4.0,0.15019100536896804,190,5.0,46,,,,2,0.006196025814438795,1,mse,recon,0.9456968666797965,False,0.0001,,,,,,,relu,fedavg,64,0.20704325365026258,8,4.0,4.0,-4.0,0.15019100536896804,5,190,5.0,[190],"[42, 43, 44, 45]",46,,,,2,0.006196025814438795,1,sgd,mse,120,recon,,,,,,,0.9456968666797965,False,,,,0.0001,PRUNED
32,0.8163472638543131,relu,64,0.8702618653915711,4,4.0,0.32903298618872473,375,5.0,107,,,,1,0.005603452551728187,1,mse,recon,0.8225038453992999,False,0.0001,,,,,,,relu,fedavg,64,0.8702618653915711,4,4.0,4.0,-4.0,0.32903298618872473,10,375,5.0,[375],"[42, 43, 44, 45]",107,,,,1,0.005603452551728187,1,sgd,mse,120,recon,,,,,,,0.8225038453992999,False,,,,0.0001,PRUNED
33,0.821210868186685,relu,64,0.21542317921656187,6,8.0,0.028816521912300292,278,5.0,56,,,,3,0.008031288032823393,1,mse,recon,0.6109395732966447,False,0.0001,,,,,,,relu,fedavg,64,0.21542317921656187,6,8.0,8.0,-8.0,0.028816521912300292,3,278,5.0,[278],"[42, 43, 44, 45]",56,,,,3,0.008031288032823393,1,sgd,mse,120,recon,,,,,,,0.6109395732966447,False,,,,0.0001,PRUNED
34,0.7004801567812796,relu,64,0.15544539560126944,14,4.0,0.06812470200629672,129,5.0,82,0.5670409670678184,,,4,0.0039031716856716206,2,mse,recon,0.7228285907174923,False,1e-10,,,,,,,relu,fedavg,64,0.15544539560126944,14,4.0,4.0,-4.0,0.06812470200629672,2,129,5.0,"[129, 73]","[42, 43, 44, 45]",82,0.5658914728682171,,,4,0.0039031716856716206,2,sgd,mse,120,recon,,,,,,,0.7228285907174923,False,,,,1e-10,PRUNED
35,0.6965409259917846,leakyrelu,512,0.43124047444971564,11,6.0,0.18497647468602996,198,2.0,92,,,,1,0.010336025886487564,1,mse,recon+kl,0.8916394057782864,True,0.0001,,,,,,,leakyrelu,fedavg,512,0.43124047444971564,11,6.0,6.0,-6.0,0.18497647468602996,10,198,2.0,[198],"[42, 43, 44, 45]",92,,,,1,0.010336025886487564,1,sgd,mse,120,recon+kl,,,,,,,0.8916394057782864,True,,,,0.0001,PRUNED
36,0.6019616065094715,elu,256,0.3818934865926915,7,5.0,0.09917058647216014,213,,68,,,,2,0.0022656550276912205,1,huber,recon,0.36755128872074516,False,1e-08,,,,,,,elu,fedavg,256,0.3818934865926915,7,5.0,5.0,-5.0,0.09917058647216014,5,213,,[213],"[42, 43, 44, 45]",68,,,,2,0.0022656550276912205,1,sgd,huber,120,recon,,,,,,,0.36755128872074516,False,,,,1e-08,PRUNED
37,0.5891840313059211,relu,512,0.5848804008599637,5,4.0,0.02434824554799927,289,5.0,9,0.996940553045101,0.967984790550876,0.5027362637381246,4,0.013105118177156412,4,mse,recon+kl,0.7823342203146451,False,1e-05,0.5462342574246247,0.5483069263568299,0.6241769453241282,0.6301042531061773,0.8220343744648982,0.81274157491142,relu,fedavg,512,0.5848804008599637,5,4.0,4.0,-4.0,0.02434824554799927,2,289,5.0,"[289, 288, 278, 139]","[42, 43, 44, 45]",9,0.9965397923875432,0.9652777777777778,0.5,4,0.013105118177156412,4,sgd,mse,120,recon+kl,0.5891840313059211,0.000829243921537508,0.8121152706744492,0.0067730595528146175,0.5852056013743765,0.5462342574246247,0.7823342203146451,False,0.8220343744648982,0.81274157491142,0.8220343744648982,1e-05,COMPLETE
